"uniqueID","docDate","caseName","Appeal_Dockets","Full_Cite","PrecedentialStatus","enBanc","url","DispGeneral","Orig_Trib_Dockets"
27035,"2020-05-06","BOSTON SCIENTIFIC SCIMED, INC. v. IANCU [OPINION]","2018-02004","811 F. App'x 618","Nonprecedential","No","","Affirmed","IPR2017- 00060"
27036,"2020-05-06","BOSTON SCIENTIFIC SCIMED, INC. v. IANCU [ORDER]","2018-02004","","Nonprecedential","No","","Other","IPR2017- 00060"
27037,"2020-05-06","DIONEX SOFTRON GMBH v. AGILENT TECHNOLOGIES, INC. [OPINION]","2019-01888","811 F. App'x 630","Nonprecedential","No","","Affirmed","106073"
27039,"2020-05-06","CATERPILLAR PAVING PRODUCTS v. WIRTGEN AMERICA, INC. [ORDER]","2020-01261","","Precedential","No","","Other","IPR2018- 01200"
27041,"2020-05-07","HUAWEI TECHNOLOGIES CO., LTD. v. IANCU [RULE 36 JUDGMENT]","2019-01494","809 F. App'x 1002","Nonprecedential","No","","Affirmed","IPR2017- 01473"
27042,"2020-05-07","DONGHEE AMERICA, INC. v. PLASTIC OMNIUM ADVANCED [OPINION]","2019-01733","812 F. App'x 988","Nonprecedential","No","","Affirmed","IPR2017- 01945"
27044,"2020-05-08","ESSITY HYGIENE AND HEALTH AB v. CASCADES CANADA ULC [OPINION]","2019-01736;2019-01741","811 F. App'x 638","Nonprecedential","No","","Affirmed","IPR2017- 01902; IPR2017-01921"
27045,"2020-05-08","ESSITY PROFESSIONAL HYGIENE v. CASCADES CANADA ULC [OPINION]","2019-01742","811 F. App'x 643","Nonprecedential","No","","Affirmed","IPR2017- 02198"
27047,"2020-05-08","In Re JOBIN [OPINION]","2020-01067","811 F. App'x 633","Nonprecedential","No","","Affirmed","12/523,427"
27049,"2020-05-11","AGARWAL v. TOPGOLF INTERNATIONAL, INC. [OPINION]","2018-02270","813 F. App'x 476","Nonprecedential","No","","Affirmed","IPR2017-00928"
27050,"2020-05-11","ESET, LLC v. FINJAN, INC. [RULE 36 JUDGMENT]","2019-01716","809 F. App'x 1005","Nonprecedential","No","","Affirmed","IPR2017- 01738"
27051,"2020-05-11","APPLE INC. v. CONTENTGUARD HOLDINGS, INC. [RULE 36 JUDGMENT]","2019-01795;2019-01796;2019-01797;2019-01854","809 F. App'x 1006","Nonprecedential","No","","Affirmed","CBM2015- 00040; CBM2015-00160"
27053,"2020-05-11","GENERAL ACCESS SOLUTIONS, LTD. v. SPRINT SPECTRUM L.P. [OPINION]","2019-01856;2019-01858","811 F. App'x 654","Nonprecedential","No","","Affirmed","IPR2017- 01885; IPR2017-01887"
27054,"2020-05-11","In Re CHAPMAN [OPINION]","2019-01895","811 F. App'x 647","Nonprecedential","No","","Affirmed","14/675,320"
27059,"2020-05-12","In Re NOMULA [OPINION]","2019-01832;2019-01833","811 F. App'x 660","Nonprecedential","No","","Affirmed","13/089,772; 13/908,992"
27063,"2020-05-13","VIRNETX INC. v. CISCO SYSTEMS, INC. [ORDER]","2019-01671","","Precedential","Yes","","Other","95/001,679"
27064,"2020-05-13","VIRNETX INC. v. CISCO SYSTEMS, INC. [ORDER]","2019-01671","","Precedential","No","","Other","95/001,679"
27065,"2020-05-13","SPRINT SPECTRUM L.P. v. GENERAL ACCESS SOLUTIONS, LTD. [OPINION]","2019-01855","812 F. App'x 999","Nonprecedential","No","","Affirmed-in-part","IPR2017- 01889"
27069,"2020-05-14","VEDERI, LLC v. GOOGLE LLC [OPINION]","2016-01919;2016-01979;2017-01479;2019-01211;2019-01573","813 F. App'x 499","Nonprecedential","No","","Vacated","95/000,681; 95/000,682; 95/000,683; 95/000,684"
27070,"2020-05-14","HUAWEI TECHNOLOGIES CO., LTD. v. IANCU [OPINION]","2019-01493","813 F. App'x 505","Nonprecedential","No","","Affirmed","IPR2017- 01472"
27071,"2020-05-14","LONE STAR SILICON INNOVATIONS v. IANCU [OPINION]","2019-01556","813 F. App'x 512","Nonprecedential","No","","Affirmed","IPR2017- 01562"
27074,"2020-05-14","LONE STAR SILICON INNOVATIONS v. NANYA TECHNOLOGY CORPORATION [ORDER]","2019-02152","","Nonprecedential","No","","Dismissed","IPR2018- 00063"
27076,"2020-05-15","COCHLEAR BONE ANCHORED v. OTICON MEDICAL AB [OPINION]","2019-01105;2019-01106","958 F.3d 1348","Precedential","No","","Affirmed-in-part","IPR2017- 01018; IPR2017-01019"
27077,"2020-05-15","GENERAL ACCESS SOLUTIONS, LTD. v. UNIFIED PATENTS, LLC [RULE 36 JUDGMENT]","2019-01565","810 F. App'x 879","Nonprecedential","No","","Affirmed","IPR2017- 01178"
27078,"2020-05-15","INTELLECTUAL VENTURES II LLC v. AISIN SEIKI CO., LTD. [OPINION]","2019-01718;2019-01719","813 F. App'x 532","Nonprecedential","No","","Affirmed","IPR2017- 01495"
27079,"2020-05-15","In Re PUBLICOVER [OPINION]","2019-01883","813 F. App'x 527","Nonprecedential","No","","Affirmed","15/131,273"
27081,"2020-05-18","FOX FACTORY, INC. v. SRAM, LLC [OPINION]","2019-01544","813 F. App'x 539","Nonprecedential","No","","Affirmed","IPR2017- 01440"
27082,"2020-05-18","BOSTON SCIENTIFIC v. NEVRO CORP. [OPINION]","2019-01584","813 F. App'x 543","Nonprecedential","No","","Affirmed","IPR2017- 01899"
27088,"2020-05-19","ESIP SERIES 2, LLC v. PUZHEN LIFE USA, LLC [OPINION]","2019-01659","958 F.3d 1378","Precedential","No","","Affirmed","IPR2017- 02197"
27095,"2020-05-26","SOLENIS TECHNOLOGIES, L.P. v. SNF SAS [OPINION]","2019-02013","813 F. App'x 565","Nonprecedential","No","","Affirmed","95/002,397"
27098,"2020-05-28","CLICK-TO-CALL TECHNOLOGIES, LP v. INGENIO, INC. [ORDER]","2015-01242","","Nonprecedential","No","","Vacated","IPR2013- 00312"
27102,"2020-05-29","BOSTON SCIENTIFIC v. NEVRO CORP. [OPINION]","2019-01582;2019-01635","813 F. App'x 572","Nonprecedential","No","","Affirmed","IPR2017- 01812; IPR2017-01920"
27112,"2020-06-03","ATI TECHNOLOGIES ULC v. ARM LTD. [RULE 36 JUDGMENT]","2019-02091;2019-02092;2019-02093;2019-02094","810 F. App'x 887","Nonprecedential","No","","Affirmed","IPR2018- 00101; IPR2018-00102; IPR2018-01148; IPR2018-01149"
27116,"2020-06-04","HUAWEI TECHNOLOGIES CO., LTD. v. IANCU [OPINION]","2019-01497","813 F. App'x 588","Nonprecedential","No","","Affirmed","IPR2017- 01483"
27118,"2020-06-04","In Re ROSENBERG [OPINION]","2019-02251","813 F. App'x 594","Nonprecedential","No","","Affirmed","12/102,992"
27120,"2020-06-04","AMNEAL PHARMACEUTICALS LLC v. ALMIRALL, LLC [ORDER]","2020-01106","","Precedential","No","","Other","IPR2018- 00608"
27128,"2020-06-09","MERCK SHARP & DOHME CORP. v. MICROSPHERIX LLC [OPINION]","2019-02197;2019-02200;2019-02208","814 F. App'x 575","Nonprecedential","No","","Affirmed","IPR2018- 00393; IPR2018-00402; IPR2018-00602"
27129,"2020-06-10","TWILIO INC. v. TELESIGN CORPORATION [OPINION]","2019-01842;2019-01843","814 F. App'x 581","Nonprecedential","No","","Affirmed","IPR2017- 01976; IPR2017-01977"
27137,"2020-06-12","HAYWARD INDUSTRIES, INC. v. PENTAIR WATER POOL AND SPA [OPINION]","2019-01821","814 F. App'x 592","Nonprecedential","No","","Reversed","95/002,006"
27144,"2020-06-15","HUAWEI TECHNOLOGIES CO., LTD. v. IANCU [RULE 36 JUDGMENT]","2019-01498","810 F. App'x 901","Nonprecedential","No","","Affirmed","IPR2017- 01487"
27145,"2020-06-15","PRAIRIE LAND MILLWRIGHT v. SIOUX STEEL COMPANY [RULE 36 JUDGMENT]","2019-01668","810 F. App'x 901","Nonprecedential","No","","Affirmed","IPR2016- 01873"
27146,"2020-06-15","GOOGLE LLC v. NETLIST, INC. [RULE 36 JUDGMENT]","2019-01720;2019-01721","810 F. App'x 902","Nonprecedential","No","","Affirmed","95/000,578; 95/000,579; 95/001,339"
27147,"2020-06-15","HAMAMATSU PHOTONICS K.K. v. SEMICAPS PTE LTD. [RULE 36 JUDGMENT]","2019-01890;2019-01891","810 F. App'x 902","Nonprecedential","No","","Affirmed","IPR2017- 02110; IPR2017-02112"
27154,"2020-06-16","PALTALK HOLDINGS, INC. v. RIOT GAMES, INC. [OPINION]","2019-02035;2019-02036;2019-02037;2019-02038","810 F. App'x 904","Nonprecedential","No","","Affirmed","IPR2018- 00129; IPR2018-00130; IPR2018-00131; IPR2018-00132; IPR2018-01238; IPR2018-01241; IPR2018-01242; IPR2018-01243"
27156,"2020-06-17","LIQUIDPOWER SPECIALTY PRODUCTS v. BAKER HUGHES, A GE COMPANY [OPINION]","2019-01838;2019-01839;2019-01840","810 F. App'x 905","Nonprecedential","No","","Vacated","IPR2016- 01901; IPR2016-01903; IPR2016-01905"
27165,"2020-06-25","SHOES BY FIREBUG LLC v. STRIDE RITE CHILDREN'S GROUP [OPINION]","2019-01622;2019-01623","962 F.3d 1362","Precedential","No","","Affirmed","IPR2017- 01809; IPR2017-01810"
27166,"2020-06-25","ADIDAS AG v. NIKE, INC. [OPINION]","2019-01787;2019-01788","963 F.3d 1355","Precedential","No","","Affirmed","IPR2016- 00921; IPR2016-00922"
27169,"2020-06-26","B/E AEROSPACE, INC. v. C&D ZODIAC, INC [OPINION]","2019-01935;2019-01936","962 F.3d 1373","Precedential","No","","Affirmed","IPR2017- 01275; IPR2017-01276"
27177,"2020-07-02","SOUND VIEW INNOVATIONS, LLC v. HULU, LLC [OPINION]","2019-01865;2019-01867;2019-01866","","Nonprecedential","No","","Affirmed-in-part","IPR2018-00017; IPR2018-00366"
27182,"2020-07-07","In Re BOLORO GLOBAL LIMITED [ORDER]","2019-02349;2019-02351;2019-02353","","Precedential","No","","Vacated","14/222,613; 14/222,615; 14/222,616"
27185,"2020-07-08","FITBIT, INC. v. VALENCELL, INC. [OPINION]","2019-01048","","Precedential","No","","Affirmed-in-part","IPR2017-00319; IPR2017-01555"
27188,"2020-07-08","In Re ZUNSHINE [OPINION]","2020-01254","","Nonprecedential","No","","Affirmed","15/726,162"
27192,"2020-07-10","TOYOTA MOTOR CORPORATION v. REACTIVE SURFACES LTD., LLP [OPINION]","2018-01906","","Nonprecedential","No","","Affirmed","IPR2016-01914"
27194,"2020-07-10","SECURITYPROFILING, LLC v. TREND MICRO, INC. [RULE 36 JUDGMENT]","2019-01881","","Nonprecedential","No","","Affirmed","IPR2017-02192"
27195,"2020-07-10","LAIRD TECHNOLOGIES INC. v. PARKER INTANGIBLES LLC [RULE 36 JUDGMENT]","2019-02007","","Nonprecedential","No","","Affirmed","IPR2018-00049"
27209,"2020-07-16","ALACRITECH, INC. v. INTEL CORPORATION [OPINION]","2019-01444;2019-01445;2019-01466","","Nonprecedential","No","","Affirmed","IPR2017-01391; IPR2017-01392; IPR2017-01406; IPR2017-01707; IPR2018-00329; IPR2018-00375"
27210,"2020-07-16","ALACRITECH, INC. v. INTEL CORPORATION [OPINION]","2019-01464","","Nonprecedential","No","","Affirmed","IPR2017-01393; IPR2017-01714; IPR2018-00374"
27214,"2020-07-17","INTEL CORPORATION v. ALACRITECH, INC. [OPINION]","2019-01443;2019-01447;2019-01449;2019-01450","","Nonprecedential","No","","Affirmed","IPR2017-01405; IPR2017-01735; IPR2018-00336"
27220,"2020-07-22","UNILOC 2017 LLC v. HULU, LLC [OPINION]","2019-01686","","Precedential","No","","Affirmed","IPR2017-00948"
27225,"2020-07-28","FALL LINE PATENTS, LLC v. UNIFIED PATENTS, LLC [OPINION]","2019-01956","","Nonprecedential","No","","Vacated","IPR2018-00043"
27229,"2020-07-29","FANDUEL, INC. v. INTERACTIVE GAMES LLC [OPINION]","2019-01393","","Precedential","No","","Affirmed","IPR2017-01491"
27235,"2020-07-31","ALACRITECH, INC. v. INTEL CORPORATION [OPINION]","2019-01467;2019-01468","","Precedential","No","","Affirmed-in-part","IPR2017-01409; IPR2017-01410; IPR2017-01736; IPR2017-0173; IPR2018-00338; IPR2018-00339"
27248,"2020-08-04","LUMENTUM OPTICS INC. v. OYSTER OPTICS, LLC [RULE 36 JUDGMENT]","2019-01820","","Nonprecedential","No","","Affirmed","IPR2017-01881"
27249,"2020-08-04","LUMENTUM OPTICS INC. v. OYSTER OPTICS, LLC [RULE 36 JUDGMENT]","2019-01919;2019-01921","","Nonprecedential","No","","Affirmed","IPR2017-02189; IPR2017-02190; IPR2018-00984; IPR2018-00988"
27250,"2020-08-04","CIENA CORPORATION v. OYSTER OPTICS, LLC [RULE 36 JUDGMENT]","2019-02117","","Nonprecedential","No","","Affirmed","IPR2018-00070"
27256,"2020-08-05","VERIFY SMART CORP. v. ASKELADDEN, L.L.C. [OPINION]","2019-01076","","Nonprecedential","No","","Affirmed","IPR2017-00726"
27262,"2020-08-06","BLACKBIRD TECH LLC v. FITBIT, INC. [OPINION]","2019-01879","","Nonprecedential","No","","Affirmed","IPR2017-02012; IPR2018-00275"
27270,"2020-08-11","In Re KROSS [OPINION]","2020-01056","","Nonprecedential","No","","Affirmed","13/275,400"
27279,"2020-08-17","BENNETT REGULATOR GUARDS, INC. v. ATLANTA GAS LIGHT COMPANY [OPINION]","2017-01555;2017-01626","","Nonprecedential","No","","Affirmed-in-part","IPR2015-00826"
27292,"2020-08-26","SEALY TECHNOLOGY, LLC v. SSB MANUFACTURING COMPANY [OPINION]","2019-01872","","Nonprecedential","No","","Affirmed","95/001,535"
27293,"2020-08-26","SEALY TECHNOLOGY, LLC v. SSB MANUFACTURING COMPANY [OPINION]","2019-01874","","Nonprecedential","No","","Affirmed","95/001,549"
27297,"2020-08-27","ANACOR PHARMACEUTICALS, INC. v. FLATWING PHARMACEUTICALS, LLC [OPINION]","2019-02264;2019-02265;2019-02266;2019-02267","","Nonprecedential","No","","Affirmed","IPR2018-00168; IPR2018-00169; IPR2018-00170; IPR2018-00171; IPR2018-01358; IPR2018-01359; IPR2018-01360; IPR2018-01361"
27310,"2020-09-02","GOOGLE LLC v. BLACKBERRY LTD. [OPINION]","2019-01568;2019-01569;2019-01624;2019-01625","","Nonprecedential","No","","Affirmed","IPR2017-01619; IPR2017-01620"
27316,"2020-09-02","In Re SAMARANAYAKE [RULE 36 JUDGMENT]","2020-01158","","Nonprecedential","No","","Affirmed","13/877,246"
27321,"2020-09-03","TWITTER, INC. v. VIDSTREAM LLC [OPINION]","2019-01708;2019-01709","","Nonprecedential","No","","Affirmed","IPR2017-01131; IPR2017-01133"
27329,"2020-09-04","FACEBOOK, INC. v. WINDY CITY INNOVATIONS, LLC [OPINION]","2018-01400;2018-01401;2018-01402;2018-01403;2018-01537;2018-01540;2018-01541","","Precedential","No","","Affirmed-in-part","IPR2016-01156; IPR2016-01157; IPR2016-01158; IPR2016-01159; IPR2017-00659; IPR2017-00709"
27330,"2020-09-04","FACEBOOK, INC. v. WINDY CITY INNOVATIONS, LLC [ORDER]","2018-01400;2018-01401;2018-01402;2018-01403;2018-01537;2018-01540;2018-01541","","Nonprecedential","No","","Other","IPR2016-01156; IPR2016-01157; IPR2016-01158; IPR2016-01159; IPR2017-00659; IPR2017-00709"
27331,"2020-09-04","FACEBOOK, INC. v. WINDY CITY INNOVATIONS, LLC [ORDER]","2018-01400;2018-01401;2018-01402;2018-01403;2018-01537;2018-01540;2018-01541","","Nonprecedential","Yes","","Other","IPR2016-01156; IPR2016-01157; IPR2016-01158; IPR2016-01159; IPR2017-00659; IPR2017-00709"
27333,"2020-09-08","SIEMENS MOBILITY, INC. v. IANCU [OPINION]","2019-01732;2019-01752","","Nonprecedential","No","","Affirmed","IPR2017-01669; IPR2017-02044"
27335,"2020-09-08","TRANS OVA GENETICS, L.C. v. XY, LLC [RULE 36 JUDGMENT]","2019-02312","","Nonprecedential","No","","Affirmed","IPR2018-00250"
27341,"2020-09-09","SNYDERS HEART VALVE LLC v. ST. JUDE MEDICAL, LLC [OPINION]","2019-02111","","Nonprecedential","No","","Vacated","IPR2018-00107"
27344,"2020-09-11","M2M SOLUTIONS LLC v. AMAZON.COM, INC. [RULE 36 JUDGMENT]","2019-02246;2019-02247;2019-02248","","Nonprecedential","No","","Affirmed","IPR2017-01891; IPR2017-01892; IPR2017-01893"
27347,"2020-09-11","GARMIN INTERNATIONAL, INC. v. LOGANTREE, LP [OPINION]","2020-01108;2020-01109","","Nonprecedential","No","","Affirmed","IPR2018-00564; IPR2018-00565"
27348,"2020-09-14","In Re SORENSEN [RULE 36 JUDGMENT]","2019-02347","","Nonprecedential","No","","Affirmed","13/838,614"
27357,"2020-09-23","PRESIDIO COMPONENTS, INC. v. AVX CORPORATION [OPINION]","2019-02181;2019-02182","","Nonprecedential","No","","Affirmed","IPR2018-00167; IPR2018-00292"
27361,"2020-09-25","APPLE INC. v. VOIP-PAL.COM, INC. [OPINION]","2018-01456;2018-01457","","Precedential","No","","Affirmed-in-part","IPR2016-01198; IPR2016-01201"
27367,"2020-09-30","EMERSON ELECTRIC CO. v. SIPCO, LLC [OPINION]","2019-01301;2019-01490","","Nonprecedential","No","","Affirmed","IPR2017-00359"
27372,"2020-10-06","In Re SABIN [RULE 36 JUDGMENT]","2020-01055","","Nonprecedential","No","","Affirmed","12/661,964"
27384,"2020-10-09","WI-LAN INC. v. IANCU [RULE 36 JUDGMENT]","2019-02284","","Nonprecedential","No","","Affirmed","IPR2018-00705"
27386,"2020-10-13","IMMUNEX CORPORATION v. SANOFI-AVENTIS U.S. LLC [OPINION]","2019-01749;2019-01777","","Precedential","No","","Affirmed-in-part","IPR2017-01879; IPR2017-01884"
27389,"2020-10-14","ULTRATEC, INC. v. CAPTIONCALL, LLC [RULE 36 JUDGMENT]","2019-01998;2019-01999;2019-02001;2019-02002","","Nonprecedential","No","","Affirmed","IPR2013-00540; IPR2013-00541; IPR2013-00544; IPR2013-00545"
27390,"2020-10-14","ULTRATEC, INC. v. CAPTIONCALL, LLC [RULE 36 JUDGMENT]","2019-02000;2019-02005;2019-02006","","Nonprecedential","No","","Affirmed","IPR2013-00542; IPR2013-00543; IPR2013-00550"
27391,"2020-10-14","ULTRATEC, INC. v. CAPTIONCALL, LLC [RULE 36 JUDGMENT]","2019-02003;2019-02004","","Nonprecedential","No","","Affirmed","IPR2013-00549; IPR2014-00780"
27394,"2020-10-15","ST. JUDE MEDICAL, LLC v. SNYDERS HEART VALVE LLC [OPINION]","2019-02108;2019-02109;2019-02140","","Precedential","No","","Affirmed-in-part","IPR2018-00105; IPR2018-00106"
27413,"2020-10-30","In Re CISCO SYSTEMS INC. [ORDER]","2020-00148;2020-02047;2020-02049","","Nonprecedential","No","","Denied","IPR2020-00122; IPR2020-00123"
27414,"2020-11-17","SIPCO, LLC v. EMERSON ELECTRIC CO. [OPINION]","2018-01635","","Precedential","No","","Affirmed","CBM2016-00095"
27418,"2020-11-04","CHEVRON U.S.A. INC. v. UNIVERSITY OF WYOMING RESEARCH [OPINION]","2019-01530","","Precedential","No","","Affirmed","106064"
27419,"2020-11-25","VIDSTREAM LLC v. TWITTER, INC. [OPINION]","2019-01734;2019-01735","","Precedential","No","","Affirmed","IPR2017-00829; IPR2017-00830"
27422,"2020-11-06","In Re ADVANCED MEDIA NETWORKS, LLC [RULE 36 JUDGMENT]","2019-01766","","Nonprecedential","No","","Affirmed","90/013,382"
27423,"2020-11-13","In Re GOOGLE TECHNOLOGY HOLDINGS LLC [OPINION]","2019-01828","","Precedential","No","","Affirmed","15/179,765"
27426,"2020-11-19","GREE, INC. v. SUPERCELL OY [OPINION]","2019-01864;2019-01960","","Nonprecedential","No","","Affirmed-in-part","PGR2018-00008"
27427,"2020-11-17","KONINKLIJKE PHILIPS N.V. v. IANCU [OPINION]","2019-02040","","Nonprecedential","No","","Affirmed-in-part","IPR2018-00023"
27429,"2020-11-24","In Re ASPEN AEROGELS, INC. [OPINION]","2019-02176","","Nonprecedential","No","","Affirmed","14/446,663"
27431,"2020-11-17","BABY TREND, INC. v. WONDERLAND NURSERYGOODS CO. [RULE 36 JUDGMENT]","2019-02309","","Nonprecedential","No","","Affirmed","IPR2015-00842"
27433,"2020-11-10","In Re SCHOPF [RULE 36 JUDGMENT]","2019-02331;2019-02332","","Nonprecedential","No","","Affirmed","90/013,835; 90/013,836"
27438,"2020-11-06","WATERBLASTING, LLC v. IANCU [RULE 36 JUDGMENT]","2019-02423","","Nonprecedential","No","","Affirmed","IPR2018-00504"
27449,"2020-11-09","DONNER TECHNOLOGY, LLC v. PRO STAGE GEAR, LLC [OPINION]","2020-01104","","Precedential","No","","Vacated","IPR2018-00708"
27450,"2020-11-25","CISCO SYSTEMS, INC. v. XR COMMUNICATIONS, LLC [OPINION]","2020-01105","","Nonprecedential","No","","Affirmed","IPR2018-00762"
27458,"2020-11-30","In Re TSAI [OPINION]","2020-01347","","Nonprecedential","No","","Affirmed","90/013,961"
27459,"2020-11-03","In Re DEVLIN [OPINION]","2020-01351","","Nonprecedential","No","","Affirmed","15/078,167"
27472,"2020-12-23","GENERAL ELECTRIC COMPANY v. RAYTHEON TECHNOLOGIES CORP. [OPINION]","2019-01319","","Precedential","No","","Vacated","IPR2017-00428"
27473,"2020-12-16","BIOGEN, INC. v. IANCU [RULE 36 JUDGMENT]","2019-01364","","Nonprecedential","No","","Affirmed","IPR2017-01168"
27478,"2020-12-30","FINJAN, INC. v. CISCO SYSTEMS, INC. [OPINION]","2019-02074;2019-02146","","Nonprecedential","No","","Affirmed","IPR2018-00391"
27481,"2020-12-16","PALO ALTO NETWORKS, INC. v. FINJAN, INC. [OPINION]","2019-02151","","Nonprecedential","No","","Affirmed","IPR2016-00151; IPR2016-01071"
27486,"2020-12-14","PROVEPHARM INC. v. WISTA LABORATORIES LTD. [RULE 36 JUDGMENT]","2019-02372;2019-02373","","Nonprecedential","No","","Affirmed","IPR2018-00182; IPR2018-00323"
27493,"2020-12-28","FATIGUE FRACTURE TECHNOLOGY v. NAVISTAR, INC. [OPINION]","2020-01094","","Nonprecedential","No","","Affirmed","IPR2018-00853"
27501,"2020-12-23","KEYNETIK, INC. v. SAMSUNG ELECTRONICS CO., LTD. [OPINION]","2020-01270","","Nonprecedential","No","","Affirmed-in-part","IPR2018-00985"
27505,"2020-12-10","UNILOC 2017 LLC v. APPLE INC. [RULE 36 JUDGMENT]","2020-01318","","Nonprecedential","No","","Affirmed","IPR2018-01093"
27509,"2020-12-08","In Re FULTON [OPINION]","2020-01384","","Nonprecedential","No","","Affirmed","12/789,280"
27513,"2020-12-10","BOARD OF REGENTS OF UT v. BAYLOR COLLEGE OF MEDICINE [OPINION]","2020-01469;2020-01470","","Nonprecedential","No","","Affirmed","IPR2018-00948; IPR2018-00949"
27524,"2020-12-14","In Re EARLEY [OPINION]","2020-01816","","Nonprecedential","No","","Affirmed","12/925,235"
27577,"2015-06-23","In re: GEA Process Engineering, Inc. ","2015-01540;2015-01537;2015-01536;2015-01538;2015-01539; 2015-00125","","Nonprecedential","No","","Denied","IPR2014-00041; IPR2014-00043; IPR2014-00051; IPR2014-00054; IPR2014-00055"
27589,"2015-06-30","In re: INPHI Corporation ","2015-00126","","Nonprecedential","No","","Granted","95/001,337"
27591,"2015-03-24","In re: Intl. Business Machines Corp. ","2015-00119","","Nonprecedential","No","","Denied","IPR2014-00672; IPR2014-00673"
27609,"2018-02-27","In re: Software Rights Archive, LLC ","2018-00129","","Nonprecedential","No","","Denied","IPR2013-00480"
27615,"2017-05-19","In re: Tinnus Enterprises, LLC ","2017-00121","","Nonprecedential","No","","Denied","PGR2016-00030; PGR2016-00031"
27617,"2016-03-18","In re: Trading Technologies Intl. ","2016-00120","","Nonprecedential","No","","Denied","CBM2015-00161"
27623,"2016-03-18","In re: VirnetX Inc. ","2016-00119","","Nonprecedential","No","","Denied","IPR2015-01046;IPR2015-01047"
27625,"2018-01-17","In re: Windy City Innovations, LLC ","2018-00102","","Nonprecedential","No","","Denied","IPR2016-01156; IPR2017-00709"
27702,"2015-08-11","In re: Schott Gemtron Corporation ","2015-00133","","Nonprecedential","No","","Denied","IPR2013-00358"
27722,"2016-11-28","In re: Zuili ","2017-00101","","Nonprecedential","No","","Denied","CBM2016-00008; CBM2016-00021; CBM2016-00022"
27740,"2021-01-21","SIPCO, LLC v. EMERSON ELECTRIC CO. [RULE 36 JUDGMENT]","2018-01364","","Nonprecedential","No","","Affirmed","IPR2016-00984"
27743,"2021-01-04","COMCAST CABLE COMMUNICATIONS v. PROMPTU SYSTEMS CORPORATION [OPINION]","2019-01947;2019-01948","","Nonprecedential","No","","Affirmed","IPR2018-00340; IPR2018-00341"
27744,"2021-01-06","ABS GLOBAL, INC. v. CYTONOME/ST, LLC [OPINION]","2019-02051","","Precedential","No","","Dismissed","IPR2017-02097"
27745,"2021-01-19","HYTERA COMMUNICATIONS CO. LTD. v. MOTOROLA SOLUTIONS, INC. [OPINION]","2019-02124","","Nonprecedential","No","","Affirmed","IPR2017-02183"
27746,"2021-01-19","HYTERA COMMUNICATIONS CO. LTD. v. MOTOROLA SOLUTIONS, INC. [OPINION]","2019-02126","","Nonprecedential","No","","Affirmed","IPR2018-00128"
27747,"2021-01-19","HYTERA COMMUNICATIONS CO. LTD. v. MOTOROLA SOLUTIONS, INC. [OPINION]","2019-02127;2019-02189","","Nonprecedential","No","","Affirmed","IPR2018-00176"
27748,"2021-01-04","COMCAST CABLE COMMUNICATIONS v. PROMPTU SYSTEMS CORPORATION [OPINION]","2019-02287;2019-02288","","Nonprecedential","No","","Affirmed-in-part","IPR2018-00344; IPR2018-00345"
27750,"2021-01-07","SK HYNIX INC. v. IANCU [RULE 36 JUDGMENT]","2019-02340","","Nonprecedential","No","","Affirmed","IPR2018-00362; IPR2018-00363"
27752,"2021-01-28","L'OREAL USA, INC. v. OLAPLEX, INC. [OPINION]","2019-02410;2020-01014","","Nonprecedential","No","","Affirmed","PGR2018-00025"
27762,"2021-01-27","KEYNETIK, INC. v. SAMSUNG ELECTRONICS CO., LTD. [OPINION]","2020-01271","","Nonprecedential","No","","Affirmed-in-part","IPR2018-00986"
27764,"2021-01-15","MYLAN LABORATORIES LIMITED v. SANOFI MATURE IP [RULE 36 JUDGMENT]","2020-01302","","Nonprecedential","No","","Affirmed","IPR2016-00712"
27768,"2021-01-21","INFINEUM USA L.P. v. CHEVRON ORONITE COMPANY LLC [OPINION]","2020-01333","","Nonprecedential","No","","Affirmed","IPR2018-00922"
27772,"2021-01-12","RAO v. SMITH [RULE 36 JUDGMENT]","2020-01411","","Nonprecedential","No","","Affirmed","106099"
27776,"2021-01-19","HAAG-STREIT AG v. EIDOLON OPTICAL, LLC [OPINION]","2020-01485","","Nonprecedential","No","","Affirmed","IPR2018-01311"
27778,"2021-01-21","In Re CSP TECHNOLOGIES, INC. [OPINION]","2020-01530","","Nonprecedential","No","","Affirmed","12/992,749"
27781,"2021-01-07","In Re ABEL [OPINION]","2020-01611","","Nonprecedential","No","","Affirmed","13/049,873"
27785,"2021-01-12","In Re STURGEON [OPINION]","2020-01644","","Nonprecedential","No","","Affirmed","14/212,028"
27804,"2021-02-09","APPLE INC. v. UNILOC 2017 LLC [OPINION]","2019-01151;2019-01179;2019-01203","","Nonprecedential","No","","Affirmed","IPR2017-00222; IPR2017-01635"
27805,"2021-02-11","UNILOC 2017 LLC v. APPLE INC. [OPINION]","2019-01197","","Nonprecedential","No","","Affirmed","IPR2017-00221; IPR2017-01612; IPR2017-01636"
27807,"2021-02-22","SYNQOR, INC. v. VICOR CORPORATION [OPINION]","2019-01704","","Precedential","No","","Vacated","95/001,702"
27808,"2021-02-18","CANFIELD SCIENTIFIC, INC. v. MELANOSCAN, LLC [OPINION]","2019-01927","","Precedential","No","","Reversed","IPR2017-02125"
